datetime,returns,input_returns,SPY
2012-01-10,0.0006193171719501918,0.0006196998883456698,0.008670520231213757
2012-01-11,0.0,0.0006196998883456698,0.009212609598517971
2012-01-12,0.0007730247123330003,0.001393681346296983,0.01161199040347155
2012-01-13,-0.0005304736688254193,0.0008621405520030593,0.006438644715879955
2012-01-17,0.0,0.0008621405520030593,0.010319427081604885
2012-01-18,0.0019550106930688667,0.0028200448674401994,0.02137555820886642
2012-01-19,0.003013427808861752,0.005843832871132241,0.026651997759221988
2012-01-20,0.0025228532161294874,0.008382988255044514,0.02726054788853877
2012-01-23,0.0,0.008382988255044514,0.02779270540716445
2012-01-24,0.0011316736421787725,0.009524848038884887,0.026652974383685947
2012-01-25,0.0016373903861916475,0.011178846169792162,0.03502053866179331
2012-01-26,0.0007617354610603862,0.011949567680320966,0.029890786096916977
2012-01-27,0.00110039059492249,0.01306378747011165,0.02943582704323179
2012-01-30,0.0,0.01306378747011165,0.026022081025935565
2012-01-31,0.00044408683911403884,0.013513950195476212,0.025641476626148615
2012-02-01,-0.0002785413956891917,0.013231472476378034,0.034398710863127034
2012-02-02,0.0006038915930348386,0.013843727628330955,0.03598397545133575
2012-02-03,-0.0016554932535719957,0.012164293140018973,0.050002667040120685
2012-02-06,0.0,0.012164293140018973,0.04933372100176776
2012-02-07,0.0005497016003338966,0.012721021168160967,0.05186254212486187
2012-02-08,0.0022261265292216233,0.014976841968577657,0.035392477580014334
2012-02-09,0.002784842619521226,0.017805113671454896,0.05643796298395203
2012-02-10,0.001178290413061989,0.019005111821607395,0.04905764383501569
2012-02-13,0.0,0.019005111821607395,0.056492837083056587
2012-02-14,0.00020052719819332957,0.0192095739804349,0.05523692691757184
2012-02-15,-0.0004894421434099951,0.0187104274038009,0.05057681892141831
2012-02-16,0.0003349092521442168,0.0190518099134223,0.06164251452189397
2012-02-17,0.0002448820530508889,0.01930150874136049,0.06429597026210514
2012-02-21,0.0,0.01930150874136049,0.06473582071295186
2012-02-22,-0.0013216888728722596,0.01795349252156422,0.061526324120294226
2012-02-23,-0.00021537831020736244,0.01773411432219715,0.06592969979660561
2012-02-24,-0.00019494981299584665,0.017535586774750686,0.06811807578741301
2012-02-27,0.0,0.017535586774750686,0.0697977661401479
