datetime,returns,input_returns,SPY
2012-01-10,0.0010808934463362842,0.0010804954344884375,0.008670520231213757
2012-01-11,0.0,0.0010804954344884375,0.009212609598517971
2012-01-12,0.0010573394317158625,0.0021385879779590783,0.01161199040347155
2012-01-13,-0.0007268608801102738,0.0014104402901614238,0.006438644715879955
2012-01-17,0.0,0.0014104402901614238,0.010319427081604885
2012-01-18,0.002335583799746135,0.003748458271360709,0.02137555820886642
2012-01-19,0.0034353669843210552,0.007195437597911004,0.026651997759221988
2012-01-20,0.00292650383276913,0.010141921294897972,0.02726054788853877
2012-01-23,0.0,0.010141921294897972,0.02779270540716445
2012-01-24,0.0014447691303952684,0.01160081116017901,0.026652974383685947
2012-01-25,0.002398206058516928,0.014025955275191888,0.03502053866179331
2012-01-26,0.0012849701066975563,0.015328475157186537,0.029890786096916977
2012-01-27,0.0015050611466256658,0.016856052395264515,0.02943582704323179
2012-01-30,0.0,0.016856052395264515,0.026022081025935565
2012-01-31,-0.00027386777098901944,0.016577669139702468,0.025641476626148615
2012-02-01,0.0022949542248179486,0.018909823297131062,0.034398710863127034
2012-02-02,0.0020892263129931904,0.021037787205444934,0.03598397545133575
2012-02-03,0.005946721817500341,0.02710742516024868,0.050002667040120685
2012-02-06,0.0,0.02710742516024868,0.04933372100176776
2012-02-07,0.00031369498820034815,0.027429508101568828,0.05186254212486187
2012-02-08,0.0015546542668088408,0.029026233307820264,0.035392477580014334
2012-02-09,0.001953943137279784,0.031036172564016886,0.05643796298395203
2012-02-10,0.00010122168562214466,0.031140498510999277,0.04905764383501569
2012-02-13,0.0,0.031140498510999277,0.056492837083056587
2012-02-14,0.00010601253205113343,0.031249773289696154,0.05523692691757184
2012-02-15,-0.0006018698915558049,0.030629316723941404,0.05057681892141831
2012-02-16,0.0017588006414839114,0.032441340593191516,0.06164251452189397
2012-02-17,0.0018588741345977819,0.03435983461302467,0.06429597026210514
2012-02-21,0.0,0.03435983461302467,0.06473582071295186
2012-02-22,-0.001562337743018745,0.032744390495157115,0.061526324120294226
2012-02-23,-0.00021707118962124706,0.032520291372748054,0.06592969979660561
2012-02-24,-7.774959812834399e-06,0.032512266431910256,0.06811807578741301
2012-02-27,0.0,0.032512266431910256,0.0697977661401479
2012-02-28,0.0004099471902722919,0.0329353909817052,0.07270677751372621
2012-02-29,-4.690572139792921e-06,0.03293054765092337,0.06878845882865299
2012-03-01,0.0009654739105038476,0.03392745963453842,0.07397018412423013
2012-03-02,4.9667131931238596e-05,0.033978793557410264,0.07093526072337354
2012-03-05,0.0,0.033978793557410264,0.0668423919282208
2012-03-06,-0.00384963124569232,0.029999774016310144,0.05221716340902519
2012-03-07,-0.001750840850806468,0.028197053038784156,0.059193044670620726
2012-03-08,0.0008971382988544909,0.029119157645201864,0.06914219346566822
2012-03-09,0.002144073802389817,0.031324875569351075,0.07300967741196128
2012-03-12,0.0,0.031324875569351075,0.0730823676787347
2012-03-13,0.0030229782103087404,0.03444143506019065,0.09112278052943974
2012-03-14,0.002029930716605852,0.03654053203277666,0.09003754684721318
2012-03-15,0.0031291661730234927,0.03978288736577677,0.09582698291325566
2012-03-16,0.002637223392493401,0.0425240560282135,0.0928423325437276
2012-03-19,0.0,0.0425240560282135,0.09676250360573746
2012-03-20,-0.0009521612755085855,0.04153175560273838,0.09385160548717163
2012-03-21,-0.001103269744635215,0.04038307138006244,0.09221389543305607
2012-03-22,-0.002868370412327782,0.03739992356594893,0.08501041493951053
2012-03-23,-0.0021554983586408354,0.035164603441549466,0.08824317356020031
2012-03-26,0.0,0.035164603441549466,0.10227826127949861
2012-03-27,-0.0006473691951667714,0.03449470814279156,0.09917113607647604
2012-03-28,-0.0015435096796718607,0.03289852390585368,0.09421257547578192
2012-03-29,-0.0023357824848116793,0.030486757718326395,0.09250402560748258
2012-03-30,-0.002142893514771974,0.028279323394837484,0.09664008779103826
2012-04-02,0.0,0.028279323394837484,0.10395490918156451
2012-04-03,-0.0014888308043000654,0.026748937687270526,0.09986579468635856
2012-04-04,-0.0049786729992174076,0.021638923745445453,0.08995499191133394
2012-04-05,-0.005448302412744079,0.016074732132692924,0.08945449141083328
2012-04-09,0.0,0.016074732132692924,0.07822335899792826
2012-04-10,-0.004042596938836256,0.011968640115673277,0.0614385232288645
2012-04-11,-0.0018009145007499752,0.010146834258891124,0.06953271013099838
2012-04-12,0.001744210299967209,0.011908100510075268,0.08259840356165525
2012-04-13,-0.0015134774890564746,0.010377157679009747,0.07070993897486942
2012-04-16,0.0,0.010377157679009747,0.07005367530270977
2012-04-17,0.0035596940593248085,0.01397248047699798,0.08488038088461405
2012-04-18,0.002298943932537456,0.016302699830421777,0.081486699459268
2012-04-19,0.0018741662478463806,0.01820672993341772,0.07506580630581576
2012-04-20,0.0019754629459854335,0.02021743218516938,0.07673586149024787
2012-04-23,0.0,0.02021743218516938,0.0683270177062682
2012-04-24,0.0007575777104971418,0.02099004721270017,0.07212846518049884
2012-04-25,0.004268013734242245,0.025346075167929773,0.08582011181949087
2012-04-26,0.006415875235397652,0.03192220517449281,0.09278900326284167
2012-04-27,0.00687807207066156,0.039017307795810724,0.09442998499800141
2012-04-30,0.0,0.039017307795810724,0.09072601747894747
2012-05-01,0.0011835621121520756,0.04024661349818422,0.09694607896461277
2012-05-02,0.0006327691861489399,0.04090461649985088,0.09399737923461404
2012-05-03,-0.0008971453054058474,0.03997110416099546,0.08633659177692661
2012-05-04,-0.0038499841963475744,0.035968649505244435,0.07017860254891943
2012-05-07,0.0,0.035968649505244435,0.07090852955621865
2012-05-08,-0.0007057860776725172,0.03523773714350453,0.0668968592425791
2012-05-09,-0.0018055979557325224,0.033369178867692056,0.06096496616312101
2012-05-10,-0.00169172707721109,0.031621623183027844,0.06302773321778435
2012-05-11,-0.002310949355842447,0.029238448806484064,0.060013470609344435
2012-05-14,0.0,0.029238448806484064,0.048952339424328584
2012-05-15,-0.001357834319559834,0.027841413506048747,0.043210783984763974
2012-05-16,-0.003345392004481372,0.0244041129159639,0.03937847560018323
2012-05-17,-0.008038909720818659,0.016171980861077233,0.024554905446075366
2012-05-18,-0.009615787630796326,0.006404227668893649,0.015996140353610102
2012-05-21,0.0,0.006404227668893649,0.03318436295265426
2012-05-22,-0.0025368011007888304,0.003852114429558075,0.03492718329060978
2012-05-23,0.049051315565048,0.053074319360827224,0.0354566840470396
2012-05-24,0.017377668307789713,0.07136789669649225,0.037422360315278735
2012-05-25,0.037056508858739526,0.11105540552326913,0.034177811911143774
2012-05-29,0.0,0.11105540552326913,0.04628984824725274
2012-05-30,-0.0038627101980924245,0.10676514282366596,0.031779751014642435
2012-05-31,-0.004053181535200616,0.10228071526520986,0.02957877955137595
2012-06-01,-0.010703449701922298,0.09048645034833575,0.004401933122532852
2012-06-04,0.0,0.09048645034833575,0.003933768328525344
2012-06-05,0.002244780449427784,0.09293352642845631,0.011505977540078809
2012-06-06,0.007462119327153079,0.10108637908139881,0.033974405524893295
2012-06-07,0.006995925783609761,0.10878692159693959,0.034580603903312725
2012-06-08,0.008625472389105484,0.11834755646113339,0.042532137413346674
2012-06-11,0.0,0.11834755646113339,0.029872483018155073
2012-06-12,0.002694852063190011,0.12136034536947782,0.04132475254598672
2012-06-13,0.0007504771476723107,0.12220162433863403,0.03492992859172856
2012-06-14,0.0027078022510097074,0.12523932734297535,0.04553036775277956
2012-06-15,0.005186361215459893,0.1310733152012372,0.05055022240176426
2012-06-18,0.0,0.1310733152012372,0.0524884958474182
2012-06-19,0.0037610579855652873,0.13532596261055,0.06216111489503712
2012-06-20,0.003262914865923372,0.13902923308522117,0.06053989160837537
2012-06-21,-0.0034966616102925577,0.13504772085065503,0.038101155263527475
2012-06-22,-0.0025403304416815246,0.13216525998546136,0.04580275598838409
2012-06-25,0.0,0.13216525998546136,0.02976798901700679
2012-06-26,0.0006343156908530615,0.1328831766036966,0.03479387997040305
2012-06-27,0.0022320701648880993,0.13541102943875297,0.04383312834136844
2012-06-28,0.0027237801893367597,0.13850263654388886,0.040957170001464635
2012-06-29,0.007963901323524298,0.14756662669137383,0.0659213992355937
2012-07-09,0.0,0.14756662669137383,0.06466669409130249
2012-07-10,-0.0010605035225887262,0.1463500187451332,0.055946623148352394
2012-07-11,-0.0011286004630351961,0.14505666316193486,0.056095721105710455
2012-07-12,-0.002287781555124881,0.14243786606644393,0.051250759865400335
2012-07-13,-0.00047058099539947195,0.1419004297978738,0.0680285293208719
2012-07-16,0.0,0.1419004297978738,0.06567125491939865
2012-07-17,0.0015726540340144815,0.14369566502491238,0.0725382710901142
2012-07-18,0.0009881395813888909,0.14482543212301832,0.07994513527315901
2012-07-19,0.00012158538150446015,0.1449645813891778,0.08256579480580795
2012-07-20,-0.0015392119980908042,0.14320280494425117,0.07341746110944557
2012-07-23,0.0,0.14320280494425117,0.06330534855723632
2012-07-24,-0.0018543863989440898,0.14108354804271692,0.05468146818119078
2012-07-25,-0.0017465862430307737,0.13909119035204756,0.05494280848359882
2012-07-26,1.556448022216608e-05,0.13910891398312233,0.07144027041253267
2012-07-27,0.0035202410772773238,0.14311755573330842,0.08983639290647424
2012-07-30,0.0,0.14311755573330842,0.0898724484319835
2012-07-31,-0.001410405728854888,0.14150581553041253,0.08367112163648296
